movieId,title,genres,year
1,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995
2,GoldenEye,Action|Adventure|Thriller,1995
3,Four Rooms,Comedy,1995
4,Get Shorty,Comedy|Crime|Thriller,1995
5,Copycat,Crime|Drama|Horror|Mystery|Thriller,1995
6,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,1995
7,Twelve Monkeys,,1995
8,Babe,Children|Drama,1995
9,Dead Man Walking,Crime|Drama,1995
10,Richard III,Drama|War,1995
11,Seven (Se7en),,1995
12,The Usual Suspects,Crime|Mystery|Thriller,1995
13,Mighty Aphrodite,Comedy|Drama|Romance,1995
14,"Postino, Il",,1994
15,Mr. Holland's Opus,Drama,1995
16,French Twist (Gazon maudit),Comedy|Romance,1995
17,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996
18,The White Balloon,,1995
19,Antonia's Line,,1995
20,Angels and Insects,Drama|Romance,1995
21,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996
22,Braveheart,Action|Drama|War,1995
23,Taxi Driver,Crime|Drama|Thriller,1976
24,Rumble in the Bronx,,1995
25,The Birdcage,Comedy,1996
26,The Brothers McMullen,Comedy,1995
27,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995
28,Apollo 13,Adventure|Drama|IMAX,1995
29,Batman Forever,Action|Adventure|Comedy|Crime,1995
30,Belle de jour,,1967
31,Crimson Tide,Drama|Thriller|War,1995
32,Crumb,Documentary,1994
33,Desperado,Action|Romance|Western,1995
34,The Doom Generation,Comedy|Crime|Drama,1995
35,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995
36,Mad Love,Drama|Romance,1995
37,Nadja,Drama,1994
38,The Net,Action|Crime|Thriller,1995
39,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
40,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995
41,Billy Madison,Comedy,1995
42,Clerks,Comedy,1994
43,Disclosure,Drama|Thriller,1994
44,Dolores Claiborne,,1994
45,Eat Drink Man Woman,,1994
46,Exotica,Drama,1994
47,Ed Wood,Comedy|Drama,1994
48,Hoop Dreams,Documentary,1994
49,I.Q.,Comedy|Romance,1994
50,Star Wars,,1977
51,Legends of the Fall,Drama|Romance|War|Western,1994
52,The Madness of King George,Comedy|Drama,1994
53,Natural Born Killers,Action|Crime|Thriller,1994
54,Outbreak,Action|Drama|Sci-Fi|Thriller,1995
55,The Professional,,1994
56,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994
57,Priest,Drama,1994
58,Quiz Show,Drama,1994
59,Three Colors: Red,,1994
60,Three Colors: Blue,,1993
61,Three Colors: White,,1994
62,Stargate,Action|Adventure|Sci-Fi,1994
63,The Santa Clause,Comedy|Drama|Fantasy,1994
64,The Shawshank Redemption,Crime|Drama,1994
65,What's Eating Gilbert Grape,Drama,1993
66,While You Were Sleeping,Comedy|Romance,1995
67,Ace Ventura: Pet Detective,Comedy,1994
68,The Crow,Action|Crime|Fantasy|Thriller,1994
69,Forrest Gump,Comedy|Drama|Romance|War,1994
70,Four Weddings and a Funeral,Comedy|Romance,1994
71,The Lion King,Adventure|Animation|Children|Drama|Musical|IMAX,1994
72,The Mask,Action|Comedy|Crime|Fantasy,1994
73,Maverick,Adventure|Comedy|Western,1994
74,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965
75,Brother Minister: The Assassination of Malcolm X,,1994
76,Carlito's Way,Crime|Drama,1993
77,The Firm,Drama|Thriller,1993
78,Free Willy,Adventure|Children|Drama,1993
79,The Fugitive,Thriller,1993
80,Hot Shots! Part Deux,Action|Comedy|War,1993
81,The Hudsucker Proxy,Comedy,1994
82,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993
83,Much Ado About Nothing,Comedy|Romance,1993
84,Robert A. Heinlein's The Puppet Masters,,1994
85,The Ref,Comedy,1994
86,The Remains of the Day,Drama|Romance,1993
87,Searching for Bobby Fischer,Drama,1993
88,Sleepless in Seattle,Comedy|Drama|Romance,1993
89,Blade Runner,Action|Sci-Fi|Thriller,1982
90,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
91,The Nightmare Before Christmas,Animation|Children|Fantasy|Musical,1993
92,True Romance,Crime|Thriller,1993
93,Welcome to the Dollhouse,Comedy|Drama,1995
94,Home Alone,Children|Comedy,1990
95,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992
96,Terminator 2: Judgment Day,Action|Sci-Fi,1991
97,Dances with Wolves,Adventure|Drama|Western,1990
98,The Silence of the Lambs,Crime|Horror|Thriller,1991
99,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937
100,Fargo,Comedy|Crime|Drama|Thriller,1996
101,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,1981
102,The Aristocats,Animation|Children,1970
103,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance,1996
104,Theodore Rex,,1995
105,Sgt. Bilko,Comedy,1996
106,Diabolique,Drama|Thriller,1996
107,Moll Flanders,Drama,1996
108,Kids in the Hall: Brain Candy,Comedy,1996
109,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996
110,Operation Dumbo Drop,Action|Adventure|Comedy|War,1995
111,The Truth About Cats & Dogs,Comedy|Romance,1996
112,Flipper,Adventure|Children,1996
113,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama|Romance,1995
114,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1996
115,The Haunted World of Edward D. Wood Jr.,,1995
116,Cold Comfort Farm,Comedy,1995
117,The Rock,Action|Adventure|Thriller,1996
118,Twister,Action|Adventure|Romance|Thriller,1996
119,Maya Lin: A Strong Clear Vision,Documentary,1994
120,Striptease,Comedy|Crime,1996
121,Independence Day (ID4),,1996
122,The Cable Guy,Comedy|Thriller,1996
123,The Frighteners,Comedy|Horror|Thriller,1996
124,Lone Star,Drama|Mystery|Western,1996
125,Phenomenon,Drama|Romance,1996
126,The Spitfire Grill,Drama,1996
127,The Godfather,Crime|Drama,1972
128,Supercop,,1992
129,Bound,Crime|Drama|Romance|Thriller,1996
130,Kansas City,Crime|Drama|Musical|Thriller,1996
131,Breakfast at Tiffany's,Drama|Romance,1961
132,The Wizard of Oz,Adventure|Children|Fantasy|Musical,1939
133,Gone with the Wind,Drama|Romance|War,1939
134,Citizen Kane,Drama|Mystery,1941
135,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968
136,Mr. Smith Goes to Washington,Drama,1939
137,Big Night,Comedy|Drama,1996
138,D3: The Mighty Ducks,Children|Comedy,1996
139,The Love Bug,Children|Comedy,1969
140,Homeward Bound: The Incredible Journey,Adventure|Children|Drama,1993
141,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,1954
142,Bedknobs and Broomsticks,Adventure|Children|Musical,1971
143,The Sound of Music,Musical|Romance,1965
144,Die Hard,Action|Crime|Thriller,1988
145,The Lawnmower Man,Action|Horror|Sci-Fi|Thriller,1992
146,Unhook the Stars,,1996
147,The Long Kiss Goodnight,Action|Drama|Thriller,1996
148,The Ghost and the Darkness,Action|Adventure,1996
149,Jude,Drama,1996
150,Swingers,Comedy|Drama,1996
151,Willy Wonka and the Chocolate Factory,,1971
152,Sleeper,Comedy|Sci-Fi,1973
153,"Fish Called Wanda, A",Comedy|Crime,1988
154,Monty Python's Life of Brian,Comedy,1979
155,Dirty Dancing,Drama|Musical|Romance,1987
156,Reservoir Dogs,Crime|Mystery|Thriller,1992
157,Platoon,Drama|War,1986
158,Weekend at Bernie's,Comedy,1989
159,Basic Instinct,Crime|Mystery|Thriller,1992
160,Glengarry Glen Ross,Drama,1992
161,Top Gun,Action|Romance,1986
162,On Golden Pond,Drama,1981
163,The Return of the Pink Panther,,1974
164,The Abyss,Action|Adventure|Sci-Fi|Thriller,1989
165,Jean de Florette,Drama|Mystery,1986
166,Manon of the Spring (Manon des sources),Drama,1986
167,Private Benjamin,Comedy,1980
168,Monty Python and the Holy Grail,,1974
169,The Wrong Trousers,,1993
170,Cinema Paradiso,,1988
171,Delicatessen,Comedy|Drama|Romance,1991
172,The Empire Strikes Back,,1980
173,The Princess Bride,Action|Adventure|Comedy|Fantasy|Romance,1987
174,Raiders of the Lost Ark,,1981
175,Brazil,Fantasy|Sci-Fi,1985
176,Aliens,Action|Adventure|Horror|Sci-Fi,1986
177,"The Good, The Bad and The Ugly",,1966
178,12 Angry Men,Drama,1957
179,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971
180,Apocalypse Now,Action|Drama|War,1979
181,Return of the Jedi,,1983
182,GoodFellas,,1990
183,Alien,Horror|Sci-Fi,1979
184,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,1993
185,Psycho,Crime|Horror,1960
186,The Blues Brothers,Action|Comedy|Musical,1980
187,The Godfather: Part II,Crime|Drama,1974
188,Full Metal Jacket,Drama|War,1987
189,"Grand Day Out, A",,1992
190,Henry V,Action|Drama|Romance|War,1989
191,Amadeus,Drama,1984
192,Raging Bull,Drama,1980
193,The Right Stuff,Drama,1983
194,The Sting,Comedy|Crime,1973
195,The Terminator,Action|Sci-Fi|Thriller,1984
196,Dead Poets Society,Drama,1989
197,The Graduate,Comedy|Drama|Romance,1967
198,Nikita (La Femme Nikita),,1990
199,The Bridge on the River Kwai,Adventure|Drama|War,1957
200,The Shining,Horror,1980
201,Evil Dead II,,1987
202,Groundhog Day,Comedy|Fantasy|Romance,1993
203,Unforgiven,Drama|Western,1992
204,Back to the Future,Adventure|Comedy|Sci-Fi,1985
205,Patton,Drama|War,1970
206,Akira,Action|Adventure|Animation|Sci-Fi,1988
207,Cyrano de Bergerac,Comedy|Drama|Romance,1990
208,Young Frankenstein,Comedy|Fantasy,1974
209,This Is Spinal Tap,Comedy,1984
210,Indiana Jones and the Last Crusade,Action|Adventure,1989
211,M*A*S*H,,1970
212,The Unbearable Lightness of Being,Drama,1988
213,"Room with a View, A",Drama|Romance,1986
214,Pink Floyd - The Wall,,1982
215,Field of Dreams,Children|Drama|Fantasy,1989
216,When Harry Met Sally...,Comedy|Romance,1989
217,Bram Stoker's Dracula,,1992
218,Cape Fear,Thriller,1991
219,"Nightmare on Elm Street, A",Horror|Thriller,1984
220,The Mirror Has Two Faces,Comedy|Drama|Romance,1996
221,Breaking the Waves,Drama|Mystery,1996
222,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996
223,Sling Blade,Drama,1996
224,Ridicule,Drama,1996
225,101 Dalmatians,Adventure|Children|Comedy,1996
226,Die Hard 2,Action|Adventure|Thriller,1990
227,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,1991
228,Star Trek: The Wrath of Khan,,1982
229,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1984
230,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1986
231,Batman Returns,Action|Crime,1992
232,Young Guns,Action|Comedy|Western,1988
233,Under Siege,Action|Drama|Thriller,1992
234,Jaws,Action|Horror,1975
235,Mars Attacks!,Action|Comedy|Sci-Fi,1996
236,Citizen Ruth,Comedy|Drama,1996
237,Jerry Maguire,Drama|Romance,1996
238,Raising Arizona,Comedy,1987
239,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992
240,Beavis and Butt-head Do America,,1996
241,The Last of the Mohicans,Action|Romance|War|Western,1992
242,Kolya,,1996
243,Jungle2Jungle,,1997
244,Smilla's Sense of Snow,Drama|Thriller,1997
245,The Devil's Own,Action|Drama|Thriller,1997
246,Chasing Amy,Comedy|Drama|Romance,1997
247,Turbo: A Power Rangers Movie,Action|Adventure|Children,1997
248,Grosse Pointe Blank,Comedy|Crime|Romance,1997
249,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,1997
250,The Fifth Element,Action|Adventure|Comedy|Sci-Fi,1997
251,Shall We Dance?,,1996
252,The Lost World: Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1997
253,The Pillow Book,,1995
254,Batman & Robin,Action|Adventure|Fantasy|Thriller,1997
255,My Best Friend's Wedding,Comedy|Romance,1997
256,When the Cats Away (Chacun cherche son chat),,1996
257,Men in Black,,1997
258,Contact,Drama|Sci-Fi,1997
259,George of the Jungle,Children|Comedy,1997
260,Event Horizon,Horror|Sci-Fi|Thriller,1997
261,Air Bud,Children|Comedy,1997
262,In the Company of Men,Comedy|Drama,1997
263,Steel,Action,1997
264,Mimic,Horror|Sci-Fi|Thriller,1997
265,The Hunt for Red October,Action|Adventure|Thriller,1990
266,Kull the Conqueror,Action|Adventure,1997
267,,,
268,Chasing Amy,Comedy|Drama|Romance,1997
269,The Full Monty,Comedy|Drama,1997
270,Gattaca,Drama|Sci-Fi|Thriller,1997
271,Starship Troopers,Action|Sci-Fi,1997
272,Good Will Hunting,Drama|Romance,1997
273,Heat,Action|Crime|Thriller,1995
274,Sabrina,Comedy|Romance,1995
275,Sense and Sensibility,Drama|Romance,1995
276,Leaving Las Vegas,Drama|Romance,1995
277,Restoration,Drama,1995
278,Bed of Roses,Drama|Romance,1996
279,Once Upon a Time... When We Were Colored,Drama|Romance,1995
280,Up Close and Personal,Drama|Romance,1996
281,The River Wild,Action|Thriller,1994
282,"Time to Kill, A",Drama|Thriller,1996
283,Emma,Comedy|Drama|Romance,1996
284,Tin Cup,Comedy|Drama|Romance,1996
285,Secrets & Lies,Drama,1996
286,The English Patient,Drama|Romance|War,1996
287,Marvin's Room,Drama,1996
288,Scream,Comedy|Horror|Mystery|Thriller,1996
289,Evita,Drama|Musical,1996
290,Fierce Creatures,Comedy,1997
291,Absolute Power,Mystery|Thriller,1997
292,Rosewood,Action|Drama,1997
293,Donnie Brasco,Crime|Drama,1997
294,Liar Liar,Comedy,1997
295,Breakdown,Action|Thriller,1997
296,"Promesse, La",,1996
297,Ulee's Gold,Drama,1997
298,Face/Off,Action|Crime|Drama|Thriller,1997
299,Hoodlum,Crime|Drama|Film-Noir,1997
300,Air Force One,Action|Thriller,1997
301,In & Out,Comedy,1997
302,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997
303,Ulee's Gold,Drama,1997
304,Fly Away Home,Adventure|Children,1996
305,The Ice Storm,Drama,1997
306,"Mrs. Brown (Her Majesty, Mrs. Brown)",,1997
307,The Devil's Advocate,,1997
308,FairyTale: A True Story,Children|Drama|Fantasy,1997
309,Deceiver,Crime|Drama|Thriller,1997
310,The Rainmaker,Drama,1997
311,The Wings of the Dove,Drama|Romance,1997
312,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,1997
313,Titanic,Drama|Romance,1997
314,3 Ninjas: High Noon At Mega Mountain,,1998
315,Apt Pupil,Drama|Thriller,1998
316,As Good As It Gets,,1997
317,In the Name of the Father,Drama,1993
318,Schindler's List,Drama|War,1993
319,Everyone Says I Love You,Comedy|Musical|Romance,1996
320,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1996
321,Mother,Comedy,1996
322,Murder at 1600,Crime|Drama|Mystery|Thriller,1997
323,Dante's Peak,Action|Thriller,1997
324,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1997
325,Crash,Drama|Thriller,1996
326,G.I. Jane,Action|Drama,1997
327,Cop Land,Action|Crime|Drama|Thriller,1997
328,Conspiracy Theory,Drama|Mystery|Romance|Thriller,1997
329,Desperate Measures,Crime|Drama|Thriller,1998
330,187,,1997
331,The Edge,Adventure|Drama,1997
332,Kiss the Girls,Crime|Drama|Mystery|Thriller,1997
333,The Game,Drama|Mystery|Thriller,1997
334,U Turn,Crime|Drama|Mystery,1997
335,How to Be a Player,Comedy,1997
336,Playing God,Crime|Drama|Thriller,1997
337,The House of Yes,Comedy|Drama,1997
338,Bean,Comedy,1997
339,Mad City,Action|Drama,1997
340,Boogie Nights,Drama,1997
341,Critical Care,,1997
342,The Man Who Knew Too Little,Comedy|Crime|Thriller,1997
343,Alien: Resurrection,Action|Horror|Sci-Fi,1997
344,The Apostle,Drama,1997
345,Deconstructing Harry,Comedy|Drama,1997
346,Jackie Brown,Crime|Drama|Thriller,1997
347,Wag the Dog,Comedy,1997
348,Desperate Measures,Crime|Drama|Thriller,1998
349,Hard Rain,Action|Crime|Thriller,1998
350,Fallen,Crime|Drama|Fantasy|Thriller,1998
351,The Prophecy II,Horror,1998
352,Spice World,Comedy,1997
353,Deep Rising,Action|Horror|Sci-Fi,1998
354,The Wedding Singer,Comedy|Romance,1998
355,Sphere,Sci-Fi|Thriller,1998
356,The Client,Drama|Mystery|Thriller,1994
357,One Flew Over the Cuckoo's Nest,Drama,1975
358,Spawn,Action|Adventure|Sci-Fi|Thriller,1997
359,The Assignment,Action|Thriller,1997
360,Wonderland,Comedy|Documentary,1997
361,Incognito,,1997
362,Blues Brothers 2000,Action|Comedy|Musical,1998
363,Sudden Death,Action,1995
364,Ace Ventura: When Nature Calls,Comedy,1995
365,Powder,Drama|Sci-Fi,1995
366,Dangerous Minds,Drama,1995
367,Clueless,Comedy|Romance,1995
368,Bio-Dome,Comedy,1996
369,Black Sheep,Comedy,1996
370,Mary Reilly,Drama|Horror|Thriller,1996
371,The Bridges of Madison County,Drama|Romance,1995
372,Jeffrey,Comedy|Drama,1995
373,Judge Dredd,Action|Crime|Sci-Fi,1995
374,Mighty Morphin Power Rangers: The Movie,Action|Children,1995
375,Showgirls,Drama,1995
376,Houseguest,Comedy,1994
377,Heavyweights,,1994
378,Miracle on 34th Street,Drama,1994
379,Tales From the Crypt Presents: Demon Knight,,1995
380,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994
381,Muriel's Wedding,Comedy,1994
382,"The Adventures of Priscilla, Queen of the Desert",Comedy|Drama,1994
383,The Flintstones,Children|Comedy|Fantasy,1994
384,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994
385,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994
386,Addams Family Values,Children|Comedy|Fantasy,1993
387,The Age of Innocence,Drama,1993
388,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994
389,Black Beauty,Adventure|Children|Drama,1994
390,Fear of a Black Hat,,1993
391,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993
392,The Man Without a Face,Drama,1993
393,Mrs. Doubtfire,Comedy|Drama,1993
394,Radioland Murders,Comedy|Mystery|Romance,1994
395,Robin Hood: Men in Tights,Comedy,1993
396,Serial Mom,Comedy|Crime|Horror,1994
397,Striking Distance,Action|Crime,1993
398,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993
399,The Three Musketeers,Action|Adventure|Comedy|Romance,1993
400,The Little Rascals,Children|Comedy,1994
401,The Brady Bunch Movie,Comedy,1995
402,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990
403,Batman,Action|Crime|Thriller,1989
404,Pinocchio,Animation|Children|Fantasy|Musical,1940
405,Mission: Impossible,Action|Adventure|Mystery|Thriller,1996
406,Thinner,Horror|Thriller,1996
407,Spy Hard,Comedy,1996
408,"Close Shave, A",,1995
409,Jack,Comedy|Drama,1996
410,Kingpin,Comedy,1996
411,The Nutty Professor,Comedy|Fantasy|Romance|Sci-Fi,1996
412,"Very Brady Sequel, A",Comedy,1996
413,Tales from the Crypt Presents: Bordello of Blood,Comedy|Horror,1996
414,My Favorite Year,Comedy,1982
415,The Apple Dumpling Gang,Children|Comedy|Western,1975
416,Old Yeller,Children|Drama,1957
417,The Parent Trap,Children|Comedy|Romance,1961
418,Cinderella,Animation|Children|Fantasy|Musical|Romance,1950
419,Mary Poppins,Children|Comedy|Fantasy|Musical,1964
420,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,1951
421,William Shakespeare's Romeo and Juliet,,1996
422,Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance,1996
423,E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,1982
424,Children of the Corn: The Gathering,,1996
425,Bob Roberts,Comedy,1992
426,The Transformers: The Movie,,1986
427,To Kill a Mockingbird,Drama,1962
428,Harold and Maude,Comedy|Drama|Romance,1971
429,The Day the Earth Stood Still,Drama|Sci-Fi|Thriller,1951
430,Duck Soup,Comedy|Musical|War,1933
431,Highlander,Action|Adventure|Fantasy,1986
432,Fantasia,Animation|Children|Fantasy|Musical,1940
433,Heathers,Comedy,1989
434,Forbidden Planet,Drama|Sci-Fi,1956
435,Butch Cassidy and the Sundance Kid,Action|Western,1969
436,"American Werewolf in London, An",Comedy|Horror|Thriller,1981
437,Amityville 1992: It's About Time,Horror,1992
438,Amityville 3-D,Horror,1983
439,Amityville: A New Generation,Horror,1993
440,Amityville II: The Possession,Horror,1982
441,The Amityville Horror,Drama|Horror|Mystery|Thriller,1979
442,The Amityville Curse,Horror,1990
443,The Birds,Horror|Thriller,1963
444,The Blob,Horror|Sci-Fi,1958
445,The Body Snatcher,Drama|Horror|Thriller,1945
446,Burnt Offerings,Horror,1976
447,Carrie,Drama|Fantasy|Horror|Thriller,1976
448,The Omen,Horror|Mystery|Thriller,1976
449,Star Trek: The Motion Picture,Adventure|Sci-Fi,1979
450,Star Trek V: The Final Frontier,Action|Sci-Fi,1989
451,Grease,Comedy|Musical|Romance,1978
452,Jaws 2,Horror|Thriller,1978
453,Jaws 3-D,Action|Horror,1983
454,Bastard Out of Carolina,Drama,1996
455,Jackie Chan's First Strike,,1996
456,Beverly Hills Ninja,Action|Comedy,1997
457,Free Willy 3: The Rescue,Adventure|Children|Drama,1997
458,Nixon,Drama,1995
459,"Cry, the Beloved Country",Drama,1995
460,The Crossing Guard,Action|Crime|Drama|Thriller,1995
461,Smoke,Comedy|Drama,1995
462,Like Water For Chocolate (Como agua para chocolate),,1992
463,The Secret of Roan Inish,Children|Drama|Fantasy|Mystery,1994
464,Vanya on 42nd Street,Drama,1994
465,The Jungle Book,Adventure|Children|Romance,1994
466,Red Rock West,Thriller,1992
467,"Bronx Tale, A",Drama,1993
468,Rudy,Drama,1993
469,Short Cuts,Drama,1993
470,Tombstone,Action|Drama|Western,1993
471,Courage Under Fire,Action|Crime|Drama|War,1996
472,Dragonheart,Action|Adventure|Fantasy,1996
473,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,1996
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,1963
475,Trainspotting,Comedy|Crime|Drama,1996
476,The First Wives Club,Comedy,1996
477,Matilda,Children|Comedy|Fantasy,1996
478,The Philadelphia Story,Comedy|Drama|Romance,1940
479,Vertigo,Drama|Mystery|Romance|Thriller,1958
480,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959
481,The Apartment,Comedy|Drama|Romance,1960
482,Some Like It Hot,Comedy|Crime,1959
483,Casablanca,Drama|Romance,1942
484,The Maltese Falcon,Film-Noir|Mystery,1941
485,My Fair Lady,Comedy|Drama|Musical|Romance,1964
486,Sabrina,Comedy|Romance,1954
487,Roman Holiday,Comedy|Drama|Romance,1953
488,Sunset Blvd.,,1950
489,Notorious,Film-Noir|Romance|Thriller,1946
490,To Catch a Thief,Crime|Mystery|Romance|Thriller,1955
491,The Adventures of Robin Hood,Action|Adventure|Romance,1938
492,East of Eden,Drama,1955
493,The Thin Man,Comedy|Crime,1934
494,His Girl Friday,Comedy|Romance,1940
495,Around the World in 80 Days,Adventure|Comedy,1956
496,It's a Wonderful Life,Children|Drama|Fantasy|Romance,1946
497,Bringing Up Baby,Comedy|Romance,1938
498,The African Queen,Adventure|Comedy|Romance|War,1951
499,Cat on a Hot Tin Roof,Drama,1958
500,Fly Away Home,Adventure|Children,1996
501,Dumbo,Animation|Children|Drama|Musical,1941
502,Bananas,Comedy|War,1971
503,The Candidate,Drama,1972
504,Bonnie and Clyde,Crime|Drama,1967
505,Dial M for Murder,Crime|Mystery|Thriller,1954
506,Rebel Without a Cause,Drama,1955
507,"Streetcar Named Desire, A",Drama,1951
508,The People vs. Larry Flynt,Comedy|Drama,1996
509,My Left Foot,Drama,1989
510,The Magnificent Seven,,1954
511,Lawrence of Arabia,Adventure|Drama|War,1962
512,Wings of Desire,,1987
513,The Third Man,Film-Noir|Mystery|Thriller,1949
514,Annie Hall,Comedy|Romance,1977
515,"Boot, Das",,1981
516,Local Hero,Comedy,1983
517,Manhattan,Comedy|Drama|Romance,1979
518,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990
519,The Treasure of the Sierra Madre,Action|Adventure|Drama|Western,1948
